,date,averagePrice,volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
13,42274,2,5393,2232.51,3021,0,139.12,0,139.12,0,organic,2015,Atlanta
14,42267,2,5705,2378.64,3304.23,0,22.28,0,22.28,0,organic,2015,Atlanta
15,42260,2,5892,2340.17,3395.62,0,156.1,11.15,144.95,0,organic,2015,Atlanta
16,42253,2,6736,2522.07,3851.76,0,362.46,147.77,214.69,0,organic,2015,Atlanta
17,42246,2,9298,2349.53,3534.12,0,3414.54,1577.97,1836.57,0,organic,2015,Atlanta
18,42239,2,10342,2493.75,3862.12,0,3986.22,1841.3,2144.92,0,organic,2015,Atlanta
19,42232,2,6627,1953.69,3335.84,0,1337.95,1087.61,250.34,0,organic,2015,Atlanta
20,42225,2,5579,2291.03,2855.35,0,433,49.96,383.04,0,organic,2015,Atlanta
21,42218,2,5793,1981.77,2627.72,0,1183.39,277.57,905.82,0,organic,2015,Atlanta
22,42211,2,7888,2286.67,2468.79,0,3132.99,1537.46,1595.53,0,organic,2015,Atlanta
23,42204,1,7642,1571.09,2221.88,0,3848.72,1001.85,2846.87,0,organic,2015,Atlanta
24,42197,2,5946,1501.4,2208.56,0,2236.38,608.67,1627.71,0,organic,2015,Atlanta
25,42190,2,5744,1577.43,2748.05,0,1418.78,0,1418.78,0,organic,2015,Atlanta
26,42183,1,6314,1896.92,2306.95,0,2109.8,0,2109.8,0,organic,2015,Atlanta
27,42176,2,5003,1804.59,2660.93,0,537.94,0,537.94,0,organic,2015,Atlanta
28,42169,2,4485,1646.73,2236.3,0,601.73,2.73,599,0,organic,2015,Atlanta
29,42162,2,4096,1467.61,1864.5,0,763.94,147.2,616.74,0,organic,2015,Atlanta
30,42155,2,4803,1744.63,2484.81,0,573.67,97.88,475.79,0,organic,2015,Atlanta
31,42148,2,5464,1705.34,2707.04,0,1051.92,119.44,932.48,0,organic,2015,Atlanta
32,42141,2,5158,2076.48,2105.43,0,975.76,122.05,853.71,0,organic,2015,Atlanta
33,42134,2,5068,1878,2479.23,0,710.72,0,710.72,0,organic,2015,Atlanta
34,42127,2,3976,1325.62,2650.57,0,0,0,0,0,organic,2015,Atlanta
35,42120,2,4447,1627.63,2751.73,0,67.73,0,67.73,0,organic,2015,Atlanta
36,42113,2,6705,1820.12,4094.67,0,790.27,772.29,17.98,0,organic,2015,Atlanta
37,42106,2,6687,1899.54,4739.12,0,48.65,40.54,8.11,0,organic,2015,Atlanta
38,42099,2,5559,1595.31,3073.37,0,890.13,40.46,849.67,0,organic,2015,Atlanta
39,42092,2,5077,2016.24,2847.3,0,213.08,40.41,172.67,0,organic,2015,Atlanta
40,42085,2,6484,1891.11,4197.32,0,395.55,0,395.55,0,organic,2015,Atlanta
41,42078,1,13986,2004.93,9249.47,0,2731.55,0,2731.55,0,organic,2015,Atlanta
42,42071,1,16027,1579.22,11705.02,0,2742.71,0,2742.71,0,organic,2015,Atlanta
43,42064,1,16228,1683.31,12002.83,0,2541.42,0,2541.42,0,organic,2015,Atlanta
44,42057,1,10970,1780.63,7973.37,0,1215.92,83.33,1132.59,0,organic,2015,Atlanta
45,42050,1,7783,1449.86,5216.4,0,1117.03,700,417.03,0,organic,2015,Atlanta
46,42043,1,13288,1716.38,8656.15,0,2915.77,1316.67,1599.1,0,organic,2015,Atlanta
47,42036,1,7666,1565.49,4210.72,0,1889.49,1133.33,756.16,0,organic,2015,Atlanta
48,42029,2,3047,1578.59,735.23,0,733.56,533.33,200.23,0,organic,2015,Atlanta
49,42022,2,4294,2138.51,989.4,0,1166.1,1019.34,146.76,0,organic,2015,Atlanta
50,42015,2,3744,1613.69,1207.72,0,922.41,865,57.41,0,organic,2015,Atlanta
51,42008,2,3847,1500.15,938.35,0,1408.19,1071.35,336.84,0,organic,2015,Atlanta
0,42365,2,14201,363.5,5263.2,318.34,8256.38,2247.43,6008.95,0,organic,2015,BaltimoreWashington
1,42358,2,9296,504.11,4702.33,419.14,3670.45,1424.08,2246.37,0,organic,2015,BaltimoreWashington
2,42351,2,12404,550.57,4510.99,337.45,7004.84,2920.24,4084.6,0,organic,2015,BaltimoreWashington
3,42344,1,9718,432.82,4364.69,444.69,4475.35,715.2,3760.15,0,organic,2015,BaltimoreWashington
4,42337,1,10962,536.38,5920.71,432.48,4072.25,327.43,3744.82,0,organic,2015,BaltimoreWashington
5,42330,1,9577,587.25,6336.98,460.05,2192.31,602.03,1590.28,0,organic,2015,BaltimoreWashington
6,42323,2,6884,1133.05,4772.58,458.97,519.49,480.58,38.91,0,organic,2015,BaltimoreWashington
7,42316,2,7159,2700.66,2975.05,566.83,916.49,846.82,69.67,0,organic,2015,BaltimoreWashington
8,42309,2,9421,3323.3,4105.67,687.55,1304.57,935.87,368.7,0,organic,2015,BaltimoreWashington
9,42302,2,11223,998.73,6750.34,768.94,2705.37,926.69,1778.68,0,organic,2015,BaltimoreWashington
10,42295,2,10216,772.28,6014.66,685.19,2743.83,913.31,1830.52,0,organic,2015,BaltimoreWashington
11,42288,2,9453,459.96,5639.91,597.61,2755.56,1033.33,1722.23,0,organic,2015,BaltimoreWashington
12,42281,2,8858,451.99,6092.19,667.28,1646.22,1646.22,0,0,organic,2015,BaltimoreWashington
13,42274,2,7552,429.46,4774.78,616.56,1731.69,1720.53,11.16,0,organic,2015,BaltimoreWashington
14,42267,1,11150,1462.34,6346.51,519.67,2821.67,2818.89,2.78,0,organic,2015,BaltimoreWashington
15,42260,2,11772,1450.32,5418.35,698.25,4205.51,4202.73,2.78,0,organic,2015,BaltimoreWashington
16,42253,2,14380,2634.99,5041.08,717.8,5985.73,5977.42,8.31,0,organic,2015,BaltimoreWashington
17,42246,2,12626,2524.44,5164.04,715.02,4222.7,4219.94,2.76,0,organic,2015,BaltimoreWashington
18,42239,2,11556,4288.75,3541.08,635.31,3090.61,3087.86,2.75,0,organic,2015,BaltimoreWashington
19,42232,2,10281,4472.68,3521.79,864.71,1421.41,1404.99,16.42,0,organic,2015,BaltimoreWashington
20,42225,2,13133,3946.7,4109.96,836.42,4239.56,4225.93,13.63,0,organic,2015,BaltimoreWashington
21,42218,2,11938,3887.77,3335.55,719.46,3994.85,3983.99,10.86,0,organic,2015,BaltimoreWashington
22,42211,2,8503,3682.42,3166.87,599.98,1053.68,1050.98,2.7,0,organic,2015,BaltimoreWashington
23,42204,2,8670,2230.7,2168.87,649.81,3620.41,3620.41,0,0,organic,2015,BaltimoreWashington
24,42197,2,8904,4829.01,2707.82,759.55,607.82,607.82,0,0,organic,2015,BaltimoreWashington
25,42190,2,12481,6639.93,3113.54,902.49,1824.88,1824.88,0,0,organic,2015,BaltimoreWashington
26,42183,2,11718,5562.43,2728.68,882.13,2545.25,2545.25,0,0,organic,2015,BaltimoreWashington
27,42176,2,10940,5224.23,2873.85,713.71,2128.15,2122.8,5.35,0,organic,2015,BaltimoreWashington
28,42169,2,13924,5819.08,2943.69,956.31,4205.03,4199.7,5.33,0,organic,2015,BaltimoreWashington
29,42162,2,13809,5560.86,3115.87,1042.17,4089.81,4076.52,13.29,0,organic,2015,BaltimoreWashington
30,42155,2,12641,5802.91,3268.67,1060.5,2508.56,2505.91,2.65,0,organic,2015,BaltimoreWashington
31,42148,2,17042,6716.44,3800.9,993.22,5531.9,5531.9,0,0,organic,2015,BaltimoreWashington
32,42141,1,22470,6094.92,7358.76,3915.19,5101.55,5101.55,0,0,organic,2015,BaltimoreWashington
33,42134,2,14499,6023.88,2924.01,1128.81,4422.76,4414.82,7.94,0,organic,2015,BaltimoreWashington
34,42127,2,16396,6666.67,3755.62,1163.9,4810.1,4806.79,3.31,0,organic,2015,BaltimoreWashington
35,42120,2,13467,6339.49,3106.49,815.62,3205.37,3202.07,3.3,0,organic,2015,BaltimoreWashington
36,42113,2,15853,8223.03,3998.93,865.46,2765.57,2765.57,0,0,organic,2015,BaltimoreWashington
37,42106,2,16000,7671.04,3634.16,864.43,3830.19,3822.27,7.92,0,organic,2015,BaltimoreWashington
38,42099,2,14552,8144.98,3199.51,708.11,2499.36,2499.36,0,0,organic,2015,BaltimoreWashington
39,42092,2,15848,7578.28,3597.75,786.94,3884.86,3884.86,0,0,organic,2015,BaltimoreWashington
40,42085,1,16507,10883.75,4512.52,758.37,352.36,352.36,0,0,organic,2015,BaltimoreWashington
41,42078,2,11586,6527.12,3390.64,745.35,923.3,923.3,0,0,organic,2015,BaltimoreWashington
42,42071,2,19054,6590.46,3908.46,745.13,7809.79,7809.79,0,0,organic,2015,BaltimoreWashington
43,42064,2,15923,7386.79,4112.33,732.79,3691.27,3659.85,31.42,0,organic,2015,BaltimoreWashington
44,42057,1,23920,12844.54,5815.13,667.62,4593.07,4593.07,0,0,organic,2015,BaltimoreWashington
45,42050,2,16335,5709.5,3782.28,777.82,6065.55,6065.55,0,0,organic,2015,BaltimoreWashington
46,42043,1,14898,6050.1,4361.21,745.2,3741.64,3739.05,2.59,0,organic,2015,BaltimoreWashington
47,42036,1,27930,14635.12,8013.19,667.82,4613.61,4613.61,0,0,organic,2015,BaltimoreWashington
48,42029,1,15388,8097.26,5023.48,528.36,1738.64,1738.64,0,0,organic,2015,BaltimoreWashington
49,42022,1,14057,8148.89,4725.43,659.56,523.57,461.75,61.82,0,organic,2015,BaltimoreWashington
50,42015,1,26009,12258.26,7094.53,490.24,6165.85,6165.85,0,0,organic,2015,BaltimoreWashington
51,42008,1,19137,8040.64,6557.47,657.48,3881.69,3881.69,0,0,organic,2015,BaltimoreWashington
0,42365,1,2272,15.53,508.49,0,1748.24,1008.2,740.04,0,organic,2015,Boise
1,42358,1,1808,10.29,409.07,0,1388.21,689.27,698.94,0,organic,2015,Boise
2,42351,1,4054,26.21,738.96,2.58,3286.74,1147.38,2139.36,0,organic,2015,Boise
3,42344,1,1287,11.75,533.55,0,741.53,73.33,668.2,0,organic,2015,Boise
4,42337,1,1047,2.59,418.01,0,626.82,20,606.82,0,organic,2015,Boise
5,42330,2,1001,7.77,724.33,2.59,266.17,13.34,252.83,0,organic,2015,Boise
6,42323,2,881,17.27,538.4,0,325.47,140,185.47,0,organic,2015,Boise
7,42316,2,1060,12.99,732.62,0,314.08,43.3,270.78,0,organic,2015,Boise
8,42309,1,2768,2.6,1411.88,3.9,1349.5,257.15,1092.35,0,organic,2015,Boise
9,42302,2,1106,14.34,690.76,3.91,397.4,220,177.4,0,organic,2015,Boise
10,42295,2,1169,10.44,836.3,0,322.52,116.67,205.85,0,organic,2015,Boise
11,42288,2,1397,9.12,1160.59,0,227.23,0,227.23,0,organic,2015,Boise
12,42281,2,1803,11.69,1456.26,0,334.88,0,334.88,0,organic,2015,Boise
13,42274,2,1137,17.54,822.27,0,297.22,16.66,280.56,0,organic,2015,Boise
14,42267,2,957,19.33,723.01,0,214.63,16.66,197.97,0,organic,2015,Boise
15,42260,2,997,10.31,856.71,0,129.77,123.33,6.44,0,organic,2015,Boise
16,42253,2,909,9.22,813.54,0,86.19,3.33,82.86,0,organic,2015,Boise
17,42246,1,3104,8.98,2789.26,0,305.47,76.67,228.8,0,organic,2015,Boise
18,42239,2,938,7.69,794.15,0,135.8,33.33,102.47,0,organic,2015,Boise
19,42232,2,2650,5.12,1894.81,0,749.83,86.67,663.16,0,organic,2015,Boise
20,42225,2,1657,21.74,1098.33,0,536.6,353.33,183.27,0,organic,2015,Boise
21,42218,2,1197,12.8,972.43,0,211.3,136.67,74.63,0,organic,2015,Boise
22,42211,2,1556,26.92,1201.02,0,327.95,203.33,124.62,0,organic,2015,Boise
23,42204,1,3103,37.26,2527.06,0,538.79,203.33,335.46,0,organic,2015,Boise
24,42197,2,1454,7.73,1091.29,0,355.26,230,125.26,0,organic,2015,Boise
25,42190,2,1594,11.65,1359.32,0,223.48,203.34,20.14,0,organic,2015,Boise
26,42183,2,2550,15.62,2464.53,0,70,70,0,0,organic,2015,Boise
27,42176,1,1922,6.54,1657.53,0,257.68,123.33,134.35,0,organic,2015,Boise
28,42169,2,1402,19.66,1161.32,0,221.23,206.67,14.56,0,organic,2015,Boise
29,42162,2,1382,2.63,1262.37,0,116.67,116.67,0,0,organic,2015,Boise
30,42155,2,2693,19.2,2374.26,0,300,300,0,0,organic,2015,Boise
31,42148,2,1275,45.07,1108.3,0,121.16,100,21.16,0,organic,2015,Boise
32,42141,2,1178,22.86,1010.43,0,144.91,86.67,58.24,0,organic,2015,Boise
33,42134,2,1405,25.6,959.24,0,419.81,123.33,296.48,0,organic,2015,Boise
34,42127,2,1404,22.12,737.88,0,643.79,210,433.79,0,organic,2015,Boise
35,42120,1,2154,9.05,1579.24,0,566.2,203.33,362.87,0,organic,2015,Boise
36,42113,2,1454,5.14,1138.32,0,310.13,156.67,153.46,0,organic,2015,Boise
37,42106,1,3807,5.11,3290.24,0,512.03,43.33,468.7,0,organic,2015,Boise
38,42099,2,1701,6.35,1216.07,0,478.89,296.67,182.22,0,organic,2015,Boise
39,42092,2,3933,8.82,3776.05,0,148.17,116.67,31.5,0,organic,2015,Boise
40,42085,2,3571,1.25,3429.16,0,140.42,50,90.42,0,organic,2015,Boise
41,42078,2,1777,0,1209.68,0,567.41,366.67,200.74,0,organic,2015,Boise
42,42071,2,4314,9.95,3799.34,0,505.16,253.33,251.83,0,organic,2015,Boise
43,42064,2,1396,2.48,945.45,0,448.55,393.33,55.22,0,organic,2015,Boise
44,42057,2,1081,1.24,813.03,0,266.91,260,6.91,0,organic,2015,Boise
45,42050,2,1309,11.21,891.63,0,406.04,166.67,239.37,0,organic,2015,Boise
46,42043,1,3871,13.74,2832.21,0,1024.72,323.33,701.39,0,organic,2015,Boise
47,42036,1,1781,0,999.31,0,781.45,283.33,498.12,0,organic,2015,Boise
48,42029,2,1175,1.26,858.4,0,314.87,133.33,181.54,0,organic,2015,Boise
49,42022,1,2974,8.83,2513.36,0,451.75,143.33,308.42,0,organic,2015,Boise
50,42015,1,2379,0,1923.4,0,455.28,170,285.28,0,organic,2015,Boise
51,42008,2,1505,1.27,1129.5,0,374.35,186.67,187.68,0,organic,2015,Boise
0,42365,1,7986,9.65,775.99,39.82,7160.62,7149.89,10.73,0,organic,2015,Boston
1,42358,1,7939,26.64,511.07,61.76,7340.01,7340.01,0,0,organic,2015,Boston
2,42351,2,8564,18.24,434.18,251.75,7859.8,7848.99,10.81,0,organic,2015,Boston
3,42344,1,8286,37.55,466.83,0,7781.99,7781.99,0,0,organic,2015,Boston
4,42337,1,6870,11.37,388.1,0,6470.34,6470.34,0,0,organic,2015,Boston
5,42330,1,7668,71.07,394.69,0,7202.72,7202.72,0,0,organic,2015,Boston
6,42323,1,8779,6.99,534.36,0,8238.12,8232.57,5.55,0,organic,2015,Boston
7,42316,1,7508,13.29,486.67,0,7007.73,6990.96,16.77,0,organic,2015,Boston
8,42309,1,7166,14.71,574.96,0,6576.37,6093.84,482.53,0,organic,2015,Boston
9,42302,1,8471,11.38,407.12,0,8052.74,6608.59,1444.15,0,organic,2015,Boston
10,42295,1,6986,19.93,488.69,0,6477.42,6387.39,90.03,0,organic,2015,Boston
11,42288,1,7699,12.33,386.4,0,7299.85,7299.85,0,0,organic,2015,Boston
12,42281,1,8186,14.4,647.58,0,7524.28,7524.28,0,0,organic,2015,Boston
13,42274,2,2023,15.19,758.31,0,1249.86,1249.86,0,0,organic,2015,Boston
14,42267,2,2623,16.17,1123.97,0,1483.28,1483.28,0,0,organic,2015,Boston
15,42260,2,3284,13.63,1299.4,0,1970.71,1970.71,0,0,organic,2015,Boston
16,42253,2,3344,57.99,1242.5,0,2043.37,2043.37,0,0,organic,2015,Boston
17,42246,2,2634,20.81,1081.19,0,1531.6,1531.6,0,0,organic,2015,Boston
18,42239,2,3080,41.2,1201.46,0,1837.81,1837.81,0,0,organic,2015,Boston
19,42232,2,2695,297.3,1041.09,0,1356.22,1356.22,0,0,organic,2015,Boston
20,42225,2,2955,185.35,1066.42,0,1703.5,1703.5,0,0,organic,2015,Boston
21,42218,2,3357,116.22,1353.43,0,1887.64,1887.64,0,0,organic,2015,Boston
22,42211,2,3367,99.25,1956.83,0,1311.38,1304.71,6.67,0,organic,2015,Boston
23,42204,2,3388,18.63,2152.1,0,1217.52,1217.52,0,0,organic,2015,Boston
24,42197,2,2764,19.61,1646.24,0,1097.65,1097.65,0,0,organic,2015,Boston
25,42190,2,3136,2,1530.03,0,1603.74,1603.74,0,0,organic,2015,Boston
26,42183,2,3045,13.15,1625.69,0,1406.26,1406.26,0,0,organic,2015,Boston
27,42176,2,2663,82.6,1124.34,0,1455.69,1455.69,0,0,organic,2015,Boston
28,42169,2,2943,71.77,1018.87,0,1852.54,1852.54,0,0,organic,2015,Boston
29,42162,2,3641,67.78,1199.74,0,2373.48,2373.48,0,0,organic,2015,Boston
30,42155,2,4236,45.51,1123.51,0,3066.91,3066.91,0,0,organic,2015,Boston
31,42148,2,3508,28.09,1052.29,0,2427.51,2427.51,0,0,organic,2015,Boston
32,42141,2,4367,54.38,1651.19,0,2661.17,2661.17,0,0,organic,2015,Boston
33,42134,2,3429,76.25,1275.48,0,2077.18,2077.18,0,0,organic,2015,Boston
34,42127,2,4123,20.35,1934.87,0,2167.95,2167.95,0,0,organic,2015,Boston
35,42120,2,3518,4.29,956.52,0,2556.79,2556.79,0,0,organic,2015,Boston
36,42113,2,2696,13.06,912.2,0,1770.95,1770.95,0,0,organic,2015,Boston
37,42106,2,3619,44.38,915.97,0,2658.92,2658.92,0,0,organic,2015,Boston
38,42099,2,3203,75.42,932.58,0,2194.71,2194.71,0,0,organic,2015,Boston
39,42092,2,2122,22.27,745.34,0,1354.35,1314.35,40,0,organic,2015,Boston
40,42085,2,2763,6.36,1119.46,0,1637.44,1627.44,10,0,organic,2015,Boston
41,42078,2,1966,19.04,904.23,0,1042.3,1042.3,0,0,organic,2015,Boston
42,42071,2,2567,29.07,945.32,0,1592.51,1592.51,0,0,organic,2015,Boston
43,42064,2,3024,8.47,932.5,0,2083.15,2083.15,0,0,organic,2015,Boston
44,42057,2,3326,75.83,1062.64,0,2187.42,2187.42,0,0,organic,2015,Boston
45,42050,2,2272,18.98,678.93,0,1574.04,1574.04,0,0,organic,2015,Boston
46,42043,2,3098,15.18,948.71,0,2134.4,2134.4,0,0,organic,2015,Boston
47,42036,2,2944,12.18,1308.94,0,1622.73,1622.73,0,0,organic,2015,Boston
48,42029,2,1948,3.14,760.39,0,1184.75,1184.75,0,0,organic,2015,Boston
49,42022,2,2209,4.22,834.34,0,1370.78,1370.78,0,0,organic,2015,Boston
50,42015,2,2218,12.82,956.07,0,1248.93,1248.93,0,0,organic,2015,Boston
51,42008,2,2192,8.66,939.43,0,1244.04,1244.04,0,0,organic,2015,Boston
0,42365,1,5043,0,166.37,0,4876.78,2751.87,2124.91,0,organic,2015,BuffaloRochester
1,42358,2,5315,2.37,151.73,0,5160.45,3672.26,1488.19,0,organic,2015,BuffaloRochester
2,42351,1,4318,0,130.62,0,4187.32,1502.72,2684.6,0,organic,2015,BuffaloRochester
3,42344,2,2545,17.41,102.56,0,2424.95,2298.67,126.28,0,organic,2015,BuffaloRochester
4,42337,2,2262,16.57,129.95,0,2115,2096.59,18.41,0,organic,2015,BuffaloRochester
5,42330,2,2626,13.08,119.86,0,2493.39,2493.39,0,0,organic,2015,BuffaloRochester
6,42323,2,1852,2.38,117.99,0,1731.87,1731.87,0,0,organic,2015,BuffaloRochester
7,42316,2,4032,2.38,141.17,0,3888.43,3888.43,0,0,organic,2015,BuffaloRochester
8,42309,2,2738,14.25,92.6,0,2631.39,2631.39,0,0,organic,2015,BuffaloRochester
9,42302,2,3021,20.19,123.59,0,2877.67,2871,6.67,0,organic,2015,BuffaloRochester
10,42295,2,3334,14.26,159.32,0,3160.8,3160.8,0,0,organic,2015,BuffaloRochester
11,42288,2,4176,16.64,47.43,0,4112.03,4109.39,2.64,0,organic,2015,BuffaloRochester
12,42281,2,3447,29.73,177.18,0,3240.12,3240.12,0,0,organic,2015,BuffaloRochester
13,42274,2,1478,10.71,71.37,0,1395.59,1395.59,0,0,organic,2015,BuffaloRochester
14,42267,2,3292,33.31,127.31,0,3130.99,3130.99,0,0,organic,2015,BuffaloRochester
15,42260,2,4266,19.04,139.85,0,4107.09,4107.09,0,0,organic,2015,BuffaloRochester
16,42253,2,5283,14.28,92.4,0,5176.7,5176.7,0,0,organic,2015,BuffaloRochester
17,42246,2,1772,21.42,124.01,0,1626.16,1620.87,5.29,0,organic,2015,BuffaloRochester
18,42239,2,3682,19.03,181.17,0,3481.42,3478.78,2.64,0,organic,2015,BuffaloRochester
19,42232,2,716,46.05,154.22,0,516.02,516.02,0,0,organic,2015,BuffaloRochester
20,42225,2,2743,30.97,188.59,0,2523.86,2510.63,13.23,0,organic,2015,BuffaloRochester
21,42218,2,3348,78.56,154.19,0,3115.65,3115.65,0,0,organic,2015,BuffaloRochester
22,42211,2,3414,80,154.75,0,3179.13,3176.48,2.65,0,organic,2015,BuffaloRochester
23,42204,2,1729,56.05,123.39,0,1549.55,1549.55,0,0,organic,2015,BuffaloRochester
24,42197,2,614,90.49,103.52,0,420.29,417.64,2.65,0,organic,2015,BuffaloRochester
25,42190,2,1439,70.11,149.73,0,1219.55,1216.91,2.64,0,organic,2015,BuffaloRochester
26,42183,2,3567,49.83,125.23,0,3392.24,3388.91,3.33,0,organic,2015,BuffaloRochester
27,42176,2,1188,56.78,126.69,0,1004.24,953.13,51.11,0,organic,2015,BuffaloRochester
28,42169,2,3437,71.91,137.92,0,3227.1,3227.1,0,0,organic,2015,BuffaloRochester
29,42162,2,4777,45.84,167.38,0,4563.82,4563.82,0,0,organic,2015,BuffaloRochester
30,42155,2,5018,42.61,173.27,0,4802.56,4802.56,0,0,organic,2015,BuffaloRochester
31,42148,2,5017,33.04,169.92,0,4814,4814,0,0,organic,2015,BuffaloRochester
32,42141,2,5112,30.55,196.22,0,4884.75,4884.75,0,0,organic,2015,BuffaloRochester
33,42134,2,2161,32.79,183.76,0,1944.53,1944.53,0,0,organic,2015,BuffaloRochester
34,42127,2,3648,63.02,168.13,0,3416.55,3416.55,0,0,organic,2015,BuffaloRochester
35,42120,2,2561,29.08,204.73,0,2327.16,2327.16,0,0,organic,2015,BuffaloRochester
36,42113,2,2731,38.27,156.12,0,2537.09,2537.09,0,0,organic,2015,BuffaloRochester
37,42106,2,3474,30.13,145.17,0,3298.64,3298.64,0,0,organic,2015,BuffaloRochester
38,42099,2,2585,16.21,131.49,0,2437.52,2437.52,0,0,organic,2015,BuffaloRochester
39,42092,2,1643,13.88,128.39,0,1500.39,1500.39,0,0,organic,2015,BuffaloRochester
40,42085,2,531,0,147.63,0,383.33,383.33,0,0,organic,2015,BuffaloRochester
41,42078,2,712,4.64,130.35,0,577.41,577.41,0,0,organic,2015,BuffaloRochester
42,42071,2,2163,9.28,94.74,0,2059.13,2059.13,0,0,organic,2015,BuffaloRochester
43,42064,2,3520,17.44,126.08,0,3376.95,3376.95,0,0,organic,2015,BuffaloRochester
44,42057,2,5821,32.64,92.08,0,5696.67,5696.67,0,0,organic,2015,BuffaloRochester
45,42050,2,1270,12.86,123.93,0,1132.95,1132.95,0,0,organic,2015,BuffaloRochester
46,42043,2,3415,24.6,115.96,0,3274.24,3274.24,0,0,organic,2015,BuffaloRochester
47,42036,2,2809,18.78,102.35,0,2687.42,2687.42,0,0,organic,2015,BuffaloRochester
48,42029,2,1481,16.46,90.53,0,1373.92,1373.92,0,0,organic,2015,BuffaloRochester
49,42022,2,1427,91.85,137.49,0,1197.53,1197.53,0,0,organic,2015,BuffaloRochester
50,42015,2,2078,0,143.51,0,1934.98,1934.98,0,0,organic,2015,BuffaloRochester
51,42008,2,380,0,59.82,0,320,320,0,0,organic,2015,BuffaloRochester
0,42365,1,98577,14306.68,50893.97,0,33375.98,29507.45,3868.53,0,organic,2015,California
1,42358,1,99794,12746.47,48195.95,1.52,38849.61,25535.8,13313.81,0,organic,2015,California
2,42351,1,98605,13609.24,46518.56,3.05,38474.55,24359.79,14114.76,0,organic,2015,California
3,42344,1,91212,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0,organic,2015,California
4,42337,2,83416,13195.19,48229.29,0,21991.06,21671.7,319.36,0,organic,2015,California
5,42330,2,89062,14803.41,51282.8,0,22976.15,22516.44,459.71,0,organic,2015,California
6,42323,2,97265,16244.94,59089.47,0,21930.82,21274.01,656.81,0,organic,2015,California
7,42316,2,101320,17074.6,62469.04,0,21776.51,20005.46,1771.05,0,organic,2015,California
8,42309,2,104331,20050.21,63408.14,0,20872.84,20158.5,714.34,0,organic,2015,California
9,42302,2,103918,20902.94,66867.39,0,16147.7,15174.85,972.85,0,organic,2015,California
10,42295,2,73799,15960.2,48820.15,3.09,9015.84,7988.73,1027.11,0,organic,2015,California
11,42288,2,70004,14400.49,48933.21,3.1,6667.58,6607.58,60,0,organic,2015,California
12,42281,2,81751,18414.61,57015.39,0,6321.48,6281.48,40,0,organic,2015,California
13,42274,2,80735,20639.23,50992.3,0,9103.05,9093.05,10,0,organic,2015,California
14,42267,2,94268,28489.91,60941.41,0,4836.22,4802.89,33.33,0,organic,2015,California
15,42260,2,95231,34760.74,54821.89,0,5648.05,5608.05,40,0,organic,2015,California
16,42253,2,88964,23875.92,56393.97,0,8693.72,8693.72,0,0,organic,2015,California
17,42246,2,90125,23449.1,55879.18,0,10797.14,10797.14,0,0,organic,2015,California
18,42239,2,107431,30454.79,63850.97,3.11,13122.37,13122.37,0,0,organic,2015,California
19,42232,2,90240,24630.76,52035.43,0,13574.24,13574.24,0,0,organic,2015,California
20,42225,2,86211,23147.23,52640.84,0,10423.17,10423.17,0,0,organic,2015,California
21,42218,2,89436,26067.67,54133.2,0,9234.73,9234.73,0,0,organic,2015,California
22,42211,2,98450,31604.24,57990.08,0,8855.52,8855.52,0,0,organic,2015,California
23,42204,2,103081,33422.15,59794.77,0,9864.31,9864.31,0,0,organic,2015,California
24,42197,2,115064,45482.88,60702.07,3.11,8875.81,8867.16,8.65,0,organic,2015,California
25,42190,2,135523,50367.92,74571.56,18.66,10564.51,10564.51,0,0,organic,2015,California
26,42183,2,116914,46841.35,61727.62,0,8344.82,8341.49,3.33,0,organic,2015,California
27,42176,2,116909,51294.9,55597.45,3.09,10013.1,10009.77,3.33,0,organic,2015,California
28,42169,2,116322,51607.99,54937.64,43.18,9733.63,9733.63,0,0,organic,2015,California
29,42162,2,114406,49301.79,52704.34,6.16,12393.86,12393.86,0,0,organic,2015,California
30,42155,2,119999,52846.87,53628.31,0,13523.94,13523.94,0,0,organic,2015,California
31,42148,2,135544,60597.97,63560.02,0,11385.9,11385.9,0,0,organic,2015,California
32,42141,1,133759,65830.84,56261.16,0,11667.31,11667.31,0,0,organic,2015,California
33,42134,1,160570,77103.7,70434.57,0,13032.01,13032.01,0,0,organic,2015,California
34,42127,1,119060,54176.97,51542.88,0,13339.71,13339.71,0,0,organic,2015,California
35,42120,2,128166,63539.73,51223.93,0,13402.79,13402.79,0,0,organic,2015,California
36,42113,2,123851,55948.06,57078.01,1.49,10823.78,10823.78,0,0,organic,2015,California
37,42106,2,119549,59861.05,49554.48,0,10133.75,10133.75,0,0,organic,2015,California
38,42099,2,120814,57082.3,51295.72,0,12436.22,12436.22,0,0,organic,2015,California
39,42092,2,111424,56829.47,44390.86,0,10203.56,10203.56,0,0,organic,2015,California
40,42085,1,112285,64969.37,40012.49,0,7302.71,7302.71,0,0,organic,2015,California
41,42078,2,94419,65441.32,21855.14,0,7122.71,7122.71,0,0,organic,2015,California
42,42071,1,108347,75016.11,21619.82,0,11710.97,11710.97,0,0,organic,2015,California
43,42064,1,250299,178033.64,59786.79,0,12478.15,12478.15,0,0,organic,2015,California
44,42057,1,136422,102232.31,25715.73,0,8473.84,8470.51,3.33,0,organic,2015,California
